
Project:     150917_paju_1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (HMS)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

        GPSTime       Date         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
          (HMS)      (MDY)       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 8:27:28.000000  9/17/2015   37 39 47.90352  126 42 40.84674       37.566        0.609        0.675     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:29.000000  9/17/2015   37 39 48.19072  126 42 40.13332       37.553        0.626        0.671     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:30.000000  9/17/2015   37 39 48.47190  126 42 39.41912       37.522        0.560        0.638     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:31.000000  9/17/2015   37 39 48.75062  126 42 38.71296       37.399        0.622        0.661     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:32.000000  9/17/2015   37 39 49.02774  126 42 38.01021       37.262        0.633        0.668     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:33.000000  9/17/2015   37 39 49.30199  126 42 37.31247       37.153        0.634        0.667     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:34.000000  9/17/2015   37 39 49.57334  126 42 36.62040       37.126        0.581        0.641     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:35.000000  9/17/2015   37 39 49.84452  126 42 35.92905       36.924        0.588        0.645     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:36.000000  9/17/2015   37 39 50.10944  126 42 35.24769       36.860        0.623        0.669     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:37.000000  9/17/2015   37 39 50.37095  126 42 34.57014       36.955        0.619        0.664     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:38.000000  9/17/2015   37 39 50.63494  126 42 33.89618       37.002        0.595        0.656     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:39.000000  9/17/2015   37 39 50.89647  126 42 33.23006       37.025        0.563        0.638     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:40.000000  9/17/2015   37 39 51.15632  126 42 32.56746       37.088        0.581        0.648     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:41.000000  9/17/2015   37 39 51.41417  126 42 31.90618       37.095        0.581        0.659     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:42.000000  9/17/2015   37 39 51.67145  126 42 31.24593       37.131        0.617        0.684     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:43.000000  9/17/2015   37 39 51.92776  126 42 30.58766       37.126        0.599        0.681     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:44.000000  9/17/2015   37 39 52.18352  126 42 29.92976       37.152        0.650        0.714     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:45.000000  9/17/2015   37 39 52.44087  126 42 29.26939       37.120        0.605        0.704     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:46.000000  9/17/2015   37 39 52.69778  126 42 28.60573       37.123        0.636        0.723     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:47.000000  9/17/2015   37 39 52.95417  126 42 27.94349       37.125        0.672        0.749     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:48.000000  9/17/2015   37 39 53.20822  126 42 27.28871       37.093        0.631        0.742     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:49.000000  9/17/2015   37 39 53.46447  126 42 26.63537       37.111        0.644        0.756     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:50.000000  9/17/2015   37 39 53.71778  126 42 25.98888       37.072        0.654        0.769     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:51.000000  9/17/2015   37 39 53.96661  126 42 25.35370       37.031        0.666        0.784     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:52.000000  9/17/2015   37 39 54.21448  126 42 24.72065       36.976        0.683        0.798     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:53.000000  9/17/2015   37 39 54.45700  126 42 24.09684       36.952        0.699        0.810     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:54.000000  9/17/2015   37 39 54.69619  126 42 23.48310       36.933        0.716        0.822     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:55.000000  9/17/2015   37 39 54.93862  126 42 22.86745       36.889        0.730        0.835     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:56.000000  9/17/2015   37 39 55.18371  126 42 22.25279       36.852        0.737        0.847     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:57.000000  9/17/2015   37 39 55.42388  126 42 21.64096       36.812        0.739        0.860     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:58.000000  9/17/2015   37 39 55.65981  126 42 21.03450       36.753        0.740        0.873     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:59.000000  9/17/2015   37 39 55.89704  126 42 20.42677       36.706        0.743        0.885     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:00.000000  9/17/2015   37 39 56.13465  126 42 19.81496       36.622        0.738        0.898     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:01.000000  9/17/2015   37 39 56.37294  126 42 19.20045       36.599        0.737        0.910     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:02.000000  9/17/2015   37 39 56.61154  126 42 18.58349       36.525        0.742        0.924     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:03.000000  9/17/2015   37 39 56.85226  126 42 17.96415       36.496        0.739        0.936     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:04.000000  9/17/2015   37 39 57.09633  126 42 17.34193       36.445        0.740        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:05.000000  9/17/2015   37 39 57.33975  126 42 16.72022       36.377        0.751        0.965     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:06.000000  9/17/2015   37 39 57.57744  126 42 16.10560       36.309        0.751        0.980     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:07.000000  9/17/2015   37 39 57.81001  126 42 15.50134       36.230        0.779        1.005     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:08.000000  9/17/2015   37 39 58.03911  126 42 14.90696       36.193        0.763        1.011     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:09.000000  9/17/2015   37 39 58.26650  126 42 14.31882       36.121        0.765        1.027     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:10.000000  9/17/2015   37 39 58.49147  126 42 13.74227       36.046        0.768        1.042     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:11.000000  9/17/2015   37 39 58.71550  126 42 13.16863       35.981        0.776        1.058     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:12.000000  9/17/2015   37 39 58.93939  126 42 12.59302       35.937        0.806        1.083     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:13.000000  9/17/2015   37 39 59.16382  126 42 12.01578       35.870        0.784        1.090     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:14.000000  9/17/2015   37 39 59.39173  126 42 11.43657       35.778        0.792        1.106     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:15.000000  9/17/2015   37 39 59.61355  126 42 10.85049       35.776        0.798        1.123     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:16.000000  9/17/2015   37 39 59.83946  126 42 10.26335       35.777        0.803        1.139     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:17.000000  9/17/2015   37 40 00.06627  126 42 09.67377       35.686        0.817        1.143     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:18.000000  9/17/2015   37 40 00.29272  126 42 09.08642       35.663        0.798        1.119     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:19.000000  9/17/2015   37 40 00.51976  126 42 08.50678       35.635        0.802        1.106     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:20.000000  9/17/2015   37 40 00.74659  126 42 07.93169       35.557        0.791        1.099     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:21.000000  9/17/2015   37 40 00.97166  126 42 07.35874       35.568        0.793        1.096     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:22.000000  9/17/2015   37 40 01.19545  126 42 06.78636       35.525        0.793        1.094     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:23.000000  9/17/2015   37 40 01.41769  126 42 06.22393       35.517        0.796        1.095     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:24.000000  9/17/2015   37 40 01.63340  126 42 05.68217       35.522        0.803        1.099     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:28:25.000000  9/17/2015   37 40 01.85674  126 42 05.15354       34.851        0.807        1.102     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:26.000000  9/17/2015   37 40 02.07471  126 42 04.62492       34.366        0.824        1.122     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:27.000000  9/17/2015   37 40 02.29043  126 42 04.08789       34.116        0.765        1.008     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:28.000000  9/17/2015   37 40 02.50559  126 42 03.54034       33.900        0.703        0.898     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:29.000000  9/17/2015   37 40 02.72151  126 42 02.98181       33.719        0.671        0.835     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:30.000000  9/17/2015   37 40 02.94220  126 42 02.40998       33.554        0.652        0.791     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:31.000000  9/17/2015   37 40 03.15929  126 42 01.83993       33.678        0.643        0.759     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:32.000000  9/17/2015   37 40 03.37705  126 42 01.27018       33.800        0.638        0.732     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:33.000000  9/17/2015   37 40 03.59872  126 42 00.70006       33.940        0.643        0.723     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:34.000000  9/17/2015   37 40 03.82234  126 42 00.12978       34.030        0.645        0.714     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:35.000000  9/17/2015   37 40 04.04612  126 41 59.54840       34.209        0.642        0.705     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:36.000000  9/17/2015   37 40 04.27625  126 41 58.95181       34.420        0.641        0.698     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:37.000000  9/17/2015   37 40 04.51017  126 41 58.33773       34.583        0.618        0.677     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:38.000000  9/17/2015   37 40 04.74688  126 41 57.69678       34.668        0.590        0.651     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:39.000000  9/17/2015   37 40 04.98554  126 41 57.02779       34.794        0.577        0.635     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:40.000000  9/17/2015   37 40 05.22256  126 41 56.32821       34.924        0.553        0.612     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:41.000000  9/17/2015   37 40 05.47126  126 41 55.60279       34.933        0.531        0.590     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:42.000000  9/17/2015   37 40 05.73827  126 41 54.85603       35.052        0.519        0.576     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:43.000000  9/17/2015   37 40 06.02057  126 41 54.09603       35.164        0.505        0.560     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:44.000000  9/17/2015   37 40 06.31592  126 41 53.32788       35.281        0.491        0.545     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:45.000000  9/17/2015   37 40 06.62178  126 41 52.54826       35.389        0.483        0.535     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:46.000000  9/17/2015   37 40 06.93241  126 41 51.76013       35.501        0.475        0.524     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:47.000000  9/17/2015   37 40 07.24606  126 41 50.96440       35.571        0.464        0.512     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:48.000000  9/17/2015   37 40 07.56513  126 41 50.16064       35.647        0.457        0.504     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:49.000000  9/17/2015   37 40 07.88278  126 41 49.34930       35.680        0.452        0.495     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:50.000000  9/17/2015   37 40 08.19973  126 41 48.53191       35.700        0.443        0.486     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:51.000000  9/17/2015   37 40 08.52023  126 41 47.70586       35.730        0.437        0.479     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:52.000000  9/17/2015   37 40 08.84343  126 41 46.87134       35.761        0.434        0.472     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:53.000000  9/17/2015   37 40 09.17210  126 41 46.03247       35.728        0.427        0.465     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:54.000000  9/17/2015   37 40 09.50840  126 41 45.19362       35.687        0.422        0.458     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:55.000000  9/17/2015   37 40 09.85162  126 41 44.35342       35.658        0.420        0.454     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:56.000000  9/17/2015   37 40 10.20497  126 41 43.51313       35.631        0.414        0.447     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:57.000000  9/17/2015   37 40 10.56750  126 41 42.67527       35.548        0.409        0.442     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:58.000000  9/17/2015   37 40 10.92917  126 41 41.85013       35.509        0.407        0.438     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:28:59.000000  9/17/2015   37 40 11.29340  126 41 41.03244       35.390        0.402        0.433     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:00.000000  9/17/2015   37 40 11.66108  126 41 40.21500       35.332        0.397        0.428     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:01.000000  9/17/2015   37 40 12.03072  126 41 39.40085       35.205        0.398        0.428     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:02.000000  9/17/2015   37 40 12.40661  126 41 38.58999       35.165        0.396        0.425     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:03.000000  9/17/2015   37 40 12.78852  126 41 37.78365       35.035        0.393        0.422     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:04.000000  9/17/2015   37 40 13.17777  126 41 36.97954       34.964        0.394        0.423     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:05.000000  9/17/2015   37 40 13.57190  126 41 36.17619       34.859        0.393        0.420     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:06.000000  9/17/2015   37 40 13.97230  126 41 35.37486       34.763        0.391        0.418     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:07.000000  9/17/2015   37 40 14.38146  126 41 34.57437       34.714        0.393        0.420     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:29:08.000000  9/17/2015   37 40 14.79915  126 41 33.77291       34.582        0.423        0.434     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
